0.01	8.872941397e-2004
0.01	8.872941397e-2006
0.01	8.872941397e-2008
0.01	8.872941397e-2010
0.01	8.872941397e-2012
0.01	8.872941397e-2014
0.01	8.872941397e-2016
0.01	8.872941397e-2018
0.01	8.872941397e-2020
0.01	8.872941397e-2022
0.01	8.872941397e-2024
0.01	8.872941397e-2026
0.01	8.872941397e-2028
0.01	8.872941397e-2030
0.01	8.872941397e-2032
0.01	8.872941397e-2034
0.01	8.872941397e-2036
0.01	8.872941397e-2038
0.01	8.872941397e-2040
0.01	8.872941397e-2042
0.01	8.872941397e-2044
0.01	8.872941397e-2046
0.01	8.872941397e-2048
0.01	8.872941397e-2050
0.01	8.872941397e-2052
0.01	8.872941397e-2054
0.01	8.872941397e-2056
0.01	8.872941397e-2058
0.01	8.872941397e-2060
0.01	8.872941397e-2062
0.01	8.872941397e-2064
0.01	8.872941397e-2066
0.01	8.872941397e-2068
0.01	8.872941397e-2070
0.01	8.872941397e-2072
0.01	8.872941397e-2074
0.01	8.872941397e-2076
0.01	8.872941397e-2078
0.01	8.872941397e-2080
0.01	8.872941397e-2082
0.01	8.872941397e-2084
0.01	8.872941397e-2086
0.01	8.872941397e-2088
0.01	8.872941397e-2090
0.01	8.872941397e-2092
0.01	8.872941397e-2094
0.01	8.872941397e-2096
0.01	8.872941397e-2098
0.01	8.872941397e-2100
0.01	8.872941397e-2102
0.01	8.872941397e-2104
0.01	8.872941397e-2106
0.01	8.872941397e-2108
0.01	8.872941397e-2110
0.01	8.872941397e-2112
0.01	8.872941397e-2114
0.01	8.872941397e-2116
0.01	8.872941397e-2118
0.01	8.872941397e-2120
0.01	8.872941397e-2122
0.01	8.872941397e-2124
0.01	8.872941397e-2126
0.01	8.872941397e-2128
0.01	8.872941397e-2130
0.01	8.872941397e-2132
0.01	8.872941397e-2134
0.01	8.872941397e-2136
0.01	8.872941397e-2138
0.01	8.872941397e-2140
0.01	8.872941397e-2142
0.01	8.872941397e-2144
0.01	8.872941397e-2146
0.01	8.872941397e-2148
0.01	8.872941397e-2150
0.01	8.872941397e-2152
0.01	8.872941397e-2154
0.01	8.872941397e-2156
0.01	8.872941397e-2158
0.01	8.872941397e-2160
0.01	8.872941397e-2162
0.01	8.872941397e-2164
0.01	8.872941397e-2166
0.01	8.872941397e-2168
0.01	8.872941397e-2170
0.01	8.872941397e-2172
0.01	8.872941397e-2174
0.01	8.872941397e-2176
0.01	8.872941397e-2178
0.01	8.872941397e-2180
0.01	8.872941397e-2182
0.01	8.872941397e-2184
0.01	8.872941397e-2186
0.01	8.872941397e-2188
0.01	8.872941397e-2190
0.01	8.872941397e-2192
0.01	8.872941397e-2194
0.01	8.872941397e-2196
0.01	8.872941397e-2198
0.01	8.872941397e-2200
0.01	8.872941397e-2202
0.02	1.898005987e-1702
0.02	3.796011974e-1704
0.02	7.592023948e-1706
0.02	1.518404790e-1707
0.02	3.036809580e-1709
0.02	6.073619160e-1711
0.02	1.214723832e-1712
0.02	2.429447664e-1714
0.02	4.858895328e-1716
0.02	9.717790656e-1718
0.02	1.943558131e-1719
0.02	3.887116262e-1721
0.02	7.774232524e-1723
0.02	1.554846505e-1724
0.02	3.109693010e-1726
0.02	6.219386020e-1728
0.02	1.243877204e-1729
0.02	2.487754408e-1731
0.02	4.975508816e-1733
0.02	9.951017632e-1735
0.02	1.990203526e-1736
0.02	3.980407052e-1738
0.02	7.960814104e-1740
0.02	1.592162821e-1741
0.02	3.184325642e-1743
0.02	6.368651284e-1745
0.02	1.273730257e-1746
0.02	2.547460514e-1748
0.02	5.094921028e-1750
0.02	1.018984206e-1751
0.02	2.037968412e-1753
0.02	4.075936824e-1755
0.02	8.151873648e-1757
0.02	1.630374730e-1758
0.02	3.260749460e-1760
0.02	6.521498920e-1762
0.02	1.304299784e-1763
0.02	2.608599568e-1765
0.02	5.217199136e-1767
0.02	1.043439827e-1768
0.02	2.086879654e-1770
0.02	4.173759308e-1772
0.02	8.347518616e-1774
0.02	1.669503723e-1775
0.02	3.339007446e-1777
0.02	6.678014892e-1779
0.02	1.335602978e-1780
0.02	2.671205956e-1782
0.02	5.342411912e-1784
0.02	1.068482382e-1785
0.02	2.136964764e-1787
0.02	4.273929528e-1789
0.02	8.547859056e-1791
0.02	1.709571811e-1792
0.02	3.419143622e-1794
0.02	6.838287244e-1796
0.02	1.367657449e-1797
0.02	2.735314898e-1799
0.02	5.470629796e-1801
0.02	1.094125959e-1802
0.02	2.188251918e-1804
0.02	4.376503836e-1806
0.02	8.753007672e-1808
0.02	1.750601534e-1809
0.02	3.501203068e-1811
0.02	7.002406136e-1813
0.02	1.400481227e-1814
0.02	2.800962454e-1816
0.02	5.601924908e-1818
0.02	1.120384982e-1819
0.02	2.240769964e-1821
0.02	4.481539928e-1823
0.02	8.963079856e-1825
0.02	1.792615971e-1826
0.02	3.585231942e-1828
0.02	7.170463884e-1830
0.02	1.434092777e-1831
0.02	2.868185554e-1833
0.02	5.736371108e-1835
0.02	1.147274222e-1836
0.02	2.294548444e-1838
0.02	4.589096888e-1840
0.02	9.178193776e-1842
0.02	1.835638755e-1843
0.02	3.671277510e-1845
0.02	7.342555020e-1847
0.02	1.468511004e-1848
0.02	2.937022008e-1850
0.02	5.874044016e-1852
0.02	1.174808803e-1853
0.02	2.349617606e-1855
0.02	4.699235212e-1857
0.02	9.398470424e-1859
0.02	1.879694085e-1860
0.02	3.759388170e-1862
0.02	7.518776340e-1864
0.02	1.503755268e-1865
0.02	3.007510536e-1867
0.02	6.015021072e-1869
0.02	1.203004214e-1870
0.03	3.506194092e-1526
0.03	1.051858228e-1527
0.03	3.155574684e-1529
0.03	9.466724052e-1531
0.03	2.840017216e-1532
0.03	8.520051648e-1534
0.03	2.556015494e-1535
0.03	7.668046482e-1537
0.03	2.300413945e-1538
0.03	6.901241835e-1540
0.03	2.070372550e-1541
0.03	6.211117650e-1543
0.03	1.863335295e-1544
0.03	5.590005885e-1546
0.03	1.677001766e-1547
0.03	5.031005298e-1549
0.03	1.509301589e-1550
0.03	4.527904767e-1552
0.03	1.358371430e-1553
0.03	4.075114290e-1555
0.03	1.222534287e-1556
0.03	3.667602861e-1558
0.03	1.100280858e-1559
0.03	3.300842574e-1561
0.03	9.902527722e-1563
0.03	2.970758317e-1564
0.03	8.912274951e-1566
0.03	2.673682485e-1567
0.03	8.021047455e-1569
0.03	2.406314236e-1570
0.03	7.218942708e-1572
0.03	2.165682812e-1573
0.03	6.497048436e-1575
0.03	1.949114531e-1576
0.03	5.847343593e-1578
0.03	1.754203078e-1579
0.03	5.262609234e-1581
0.03	1.578782770e-1582
0.03	4.736348310e-1584
0.03	1.420904493e-1585
0.03	4.262713479e-1587
0.03	1.278814044e-1588
0.03	3.836442132e-1590
0.03	1.150932640e-1591
0.03	3.452797920e-1593
0.03	1.035839376e-1594
0.03	3.107518128e-1596
0.03	9.322554384e-1598
0.03	2.796766315e-1599
0.03	8.390298945e-1601
0.03	2.517089684e-1602
0.03	7.551269052e-1604
0.03	2.265380716e-1605
0.03	6.796142148e-1607
0.03	2.038842644e-1608
0.03	6.116527932e-1610
0.03	1.834958380e-1611
0.03	5.504875140e-1613
0.03	1.651462542e-1614
0.03	4.954387626e-1616
0.03	1.486316288e-1617
0.03	4.458948864e-1619
0.03	1.337684659e-1620
0.03	4.013053977e-1622
0.03	1.203916193e-1623
0.03	3.611748579e-1625
0.03	1.083524574e-1626
0.03	3.250573722e-1628
0.03	9.751721166e-1630
0.03	2.925516350e-1631
0.03	8.776549050e-1633
0.03	2.632964715e-1634
0.03	7.898894145e-1636
0.03	2.369668244e-1637
0.03	7.109004732e-1639
0.03	2.132701420e-1640
