0.01	1.597414224e-2003
0.01	1.597414224e-2005
0.01	1.597414224e-2007
0.01	1.597414224e-2009
0.01	1.597414224e-2011
0.01	1.597414224e-2013
0.01	1.597414224e-2015
0.01	1.597414224e-2017
0.01	1.597414224e-2019
0.01	1.597414224e-2021
0.01	1.597414224e-2023
0.01	1.597414224e-2025
0.01	1.597414224e-2027
0.01	1.597414224e-2029
0.01	1.597414224e-2031
0.01	1.597414224e-2033
0.01	1.597414224e-2035
0.01	1.597414224e-2037
0.01	1.597414224e-2039
0.01	1.597414224e-2041
0.01	1.597414224e-2043
0.01	1.597414224e-2045
0.01	1.597414224e-2047
0.01	1.597414224e-2049
0.01	1.597414224e-2051
0.01	1.597414224e-2053
0.01	1.597414224e-2055
0.01	1.597414224e-2057
0.01	1.597414224e-2059
0.01	1.597414224e-2061
0.01	1.597414224e-2063
0.01	1.597414224e-2065
0.01	1.597414224e-2067
0.01	1.597414224e-2069
0.01	1.597414224e-2071
0.01	1.597414224e-2073
0.01	1.597414224e-2075
0.01	1.597414224e-2077
0.01	1.597414224e-2079
0.01	1.597414224e-2081
0.01	1.597414224e-2083
0.01	1.597414224e-2085
0.01	1.597414224e-2087
0.01	1.597414224e-2089
0.01	1.597414224e-2091
0.01	1.597414224e-2093
0.01	1.597414224e-2095
0.01	1.597414224e-2097
0.01	1.597414224e-2099
0.01	1.597414224e-2101
0.01	1.597414224e-2103
0.01	1.597414224e-2105
0.01	1.597414224e-2107
0.01	1.597414224e-2109
0.01	1.597414224e-2111
0.01	1.597414224e-2113
0.01	1.597414224e-2115
0.01	1.597414224e-2117
0.01	1.597414224e-2119
0.01	1.597414224e-2121
0.01	1.597414224e-2123
0.01	1.597414224e-2125
0.01	1.597414224e-2127
0.01	1.597414224e-2129
0.01	1.597414224e-2131
0.01	1.597414224e-2133
0.01	1.597414224e-2135
0.01	1.597414224e-2137
0.01	1.597414224e-2139
0.01	1.597414224e-2141
0.01	1.597414224e-2143
0.01	1.597414224e-2145
0.01	1.597414224e-2147
0.01	1.597414224e-2149
0.01	1.597414224e-2151
0.01	1.597414224e-2153
0.01	1.597414224e-2155
0.01	1.597414224e-2157
0.01	1.597414224e-2159
0.01	1.597414224e-2161
0.01	1.597414224e-2163
0.01	1.597414224e-2165
0.01	1.597414224e-2167
0.01	1.597414224e-2169
0.01	1.597414224e-2171
0.01	1.597414224e-2173
0.01	1.597414224e-2175
0.01	1.597414224e-2177
0.01	1.597414224e-2179
0.01	1.597414224e-2181
0.01	1.597414224e-2183
0.01	1.597414224e-2185
0.01	1.597414224e-2187
0.01	1.597414224e-2189
0.01	1.597414224e-2191
0.01	1.597414224e-2193
0.01	1.597414224e-2195
0.01	1.597414224e-2197
0.01	1.597414224e-2199
0.01	1.597414224e-2201
0.02	3.417632794e-1702
0.02	6.835265588e-1704
0.02	1.367053118e-1705
0.02	2.734106236e-1707
0.02	5.468212472e-1709
0.02	1.093642494e-1710
0.02	2.187284988e-1712
0.02	4.374569976e-1714
0.02	8.749139952e-1716
0.02	1.749827990e-1717
0.02	3.499655980e-1719
0.02	6.999311960e-1721
0.02	1.399862392e-1722
0.02	2.799724784e-1724
0.02	5.599449568e-1726
0.02	1.119889914e-1727
0.02	2.239779828e-1729
0.02	4.479559656e-1731
0.02	8.959119312e-1733
0.02	1.791823862e-1734
0.02	3.583647724e-1736
0.02	7.167295448e-1738
0.02	1.433459090e-1739
0.02	2.866918180e-1741
0.02	5.733836360e-1743
0.02	1.146767272e-1744
0.02	2.293534544e-1746
0.02	4.587069088e-1748
0.02	9.174138176e-1750
0.02	1.834827635e-1751
0.02	3.669655270e-1753
0.02	7.339310540e-1755
0.02	1.467862108e-1756
0.02	2.935724216e-1758
0.02	5.871448432e-1760
0.02	1.174289686e-1761
0.02	2.348579372e-1763
0.02	4.697158744e-1765
0.02	9.394317488e-1767
0.02	1.878863498e-1768
